EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-681-13,26-07-1989,28-07-1989,543.42,27-07-1989,1,2412,27-07-1989,6606,3,2,2,Severe Flood
INDOFLOODS-gauge-681-14,18-08-1990,21-08-1990,543.51,20-08-1990,1,1675,20-08-1990,6050,4,3,2,Severe Flood
INDOFLOODS-gauge-681-15,28-07-1991,31-07-1991,543.42,29-07-1991,2,2081,29-07-1991,7562,4,2,3,Severe Flood
INDOFLOODS-gauge-681-16,14-07-1994,18-07-1994,543.65,17-07-1994,1,2235,17-07-1994,10213,5,4,2,Severe Flood
INDOFLOODS-gauge-681-17,04-09-1994,05-09-1994,542.33,04-09-1994,1,1740,04-09-1994,2692.8,2,1,2,Flood
INDOFLOODS-gauge-681-18,03-08-1997,03-08-1997,541.96,03-08-1997,1,1183,03-08-1997,1183,1,1,1,Flood
INDOFLOODS-gauge-681-19,08-08-1997,10-08-1997,542.52,09-08-1997,1,1482,10-08-1997,4185,3,2,2,Flood
INDOFLOODS-gauge-681-20,25-08-1997,28-08-1997,543.56,27-08-1997,1,1710,27-08-1997,6234,4,3,2,Severe Flood
INDOFLOODS-gauge-681-21,27-07-2005,10-08-2005,546.32,05-08-2005,1,3064,05-08-2005,33428,15,10,6,Severe Flood
INDOFLOODS-gauge-681-22,30-07-2006,04-08-2006,544.23,01-08-2006,1,2000,01-08-2006,10970,6,3,4,Severe Flood
INDOFLOODS-gauge-681-23,09-08-2006,15-08-2006,544.27,12-08-2006,1,2010,12-08-2006,13175,7,4,4,Severe Flood
INDOFLOODS-gauge-681-24,01-07-2007,03-07-2007,542.39,03-07-2007,1,1568.65,03-07-2007,4645.94,3,3,1,Flood
INDOFLOODS-gauge-681-25,05-09-2011,06-09-2011,542.41,06-09-2011,1,1591.63,06-09-2011,3150.13,2,2,1,Flood
INDOFLOODS-gauge-681-26,04-08-2019,20-08-2019,546.95,08-08-2019,1,,,,17,5,13,Severe Flood
INDOFLOODS-gauge-682-1,04-05-1966,04-05-1966,474.84,04-05-1966,1,2213.6,04-05-1966,2213.6,1,1,1,Flood
INDOFLOODS-gauge-682-2,28-07-1967,28-07-1967,475.68,28-07-1967,1,2404.1,28-07-1967,2404.1,1,1,1,Severe Flood
INDOFLOODS-gauge-682-3,30-07-1967,30-07-1967,474.4,30-07-1967,1,1596.4,30-07-1967,1596.4,1,1,1,Flood
INDOFLOODS-gauge-682-4,04-08-1967,04-08-1967,474.8,04-08-1967,1,1805.1,04-08-1967,1805.1,1,1,1,Flood
INDOFLOODS-gauge-682-5,31-08-1969,31-08-1969,475.01,31-08-1969,1,2253.6,31-08-1969,2253.6,1,1,1,Flood
INDOFLOODS-gauge-682-6,31-07-1976,31-07-1976,474.27,31-07-1976,1,1830.1,31-07-1976,1830.1,1,1,1,Flood
INDOFLOODS-gauge-682-7,02-08-1976,02-08-1976,476.09,02-08-1976,1,2757.1,02-08-1976,2757.1,1,1,1,Severe Flood
INDOFLOODS-gauge-682-8,26-09-1979,26-09-1979,475.18,26-09-1979,1,2930,26-09-1979,2930,1,1,1,Severe Flood
INDOFLOODS-gauge-682-9,21-09-1981,21-09-1981,474.34,21-09-1981,1,2120,21-09-1981,2120,1,1,1,Flood
INDOFLOODS-gauge-682-10,16-08-1983,16-08-1983,475.28,16-08-1983,1,2409.6,16-08-1983,2409.6,1,1,1,Severe Flood
INDOFLOODS-gauge-682-11,30-06-1994,30-06-1994,474.17,30-06-1994,1,2237,30-06-1994,2237,1,1,1,Flood
INDOFLOODS-gauge-682-12,05-10-1996,05-10-1996,474.35,05-10-1996,1,2046,05-10-1996,2046,1,1,1,Flood
INDOFLOODS-gauge-682-13,24-08-1997,25-08-1997,474.63,24-08-1997,1,2165,24-08-1997,4215,2,1,2,Flood
INDOFLOODS-gauge-682-14,05-08-2019,08-08-2019,475.48,06-08-2019,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-684-1,24-08-1997,24-08-1997,563.92,24-08-1997,1,5954,24-08-1997,5954,1,1,1,Flood
INDOFLOODS-gauge-684-2,01-08-2005,03-08-2005,564.82,03-08-2005,1,6312,03-08-2005,17571,3,3,1,Flood
INDOFLOODS-gauge-684-3,30-07-2006,31-07-2006,566.08,30-07-2006,1,6708.25,30-07-2006,12036.85,2,1,2,Flood
INDOFLOODS-gauge-684-4,08-08-2006,08-08-2006,563.72,08-08-2006,1,5152.7,08-08-2006,5152.7,1,1,1,Flood
INDOFLOODS-gauge-684-5,05-08-2019,07-08-2019,565.99,07-08-2019,1,,,,3,3,1,Flood
INDOFLOODS-gauge-694-1,23-07-2018,23-07-2018,17.96,23-07-2018,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-705-1,28-07-2019,28-07-2019,191.56,28-07-2019,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-707-1,15-07-1994,16-07-1994,7.56,15-07-1994,1,1000.57,15-07-1994,1880.14,2,1,2,Flood
INDOFLOODS-gauge-707-2,19-07-1994,20-07-1994,7.74,19-07-1994,1,1263,19-07-1994,2263.57,2,1,2,Flood
INDOFLOODS-gauge-707-3,19-08-1994,19-08-1994,7.42,19-08-1994,1,892.1,19-08-1994,892.1,1,1,1,Flood
INDOFLOODS-gauge-707-4,05-09-1994,06-09-1994,7.55,05-09-1994,1,978.7,05-09-1994,1945,2,1,2,Flood
INDOFLOODS-gauge-707-5,17-05-1995,17-05-1995,7.29,17-05-1995,1,905.38,17-05-1995,905.38,1,1,1,Flood
INDOFLOODS-gauge-707-6,19-09-1995,19-09-1995,7.34,19-09-1995,1,946.5,19-09-1995,946.5,1,1,1,Flood
INDOFLOODS-gauge-707-7,27-09-1995,27-09-1995,7.32,27-09-1995,1,920,27-09-1995,920,1,1,1,Flood
INDOFLOODS-gauge-707-8,10-11-1995,12-11-1995,8.11,11-11-1995,1,1320.9,11-11-1995,3353.7,3,2,2,Flood
INDOFLOODS-gauge-707-9,07-08-1996,07-08-1996,7.26,07-08-1996,1,1043.4,07-08-1996,1043.4,1,1,1,Flood
INDOFLOODS-gauge-707-10,28-06-1997,28-06-1997,7.26,28-06-1997,1,1041.1,28-06-1997,1041.1,1,1,1,Flood
INDOFLOODS-gauge-707-11,22-08-1997,23-08-1997,8.29,22-08-1997,1,1451,22-08-1997,2503,2,1,2,Severe Flood
INDOFLOODS-gauge-707-12,30-08-1997,30-08-1997,7.49,30-08-1997,1,899.1,30-08-1997,899.1,1,1,1,Flood
INDOFLOODS-gauge-707-13,13-09-1998,14-09-1998,7.86,14-09-1998,1,1418.1,14-09-1998,2818.1,2,2,1,Flood
INDOFLOODS-gauge-707-14,08-08-1999,09-08-1999,7.78,08-08-1999,1,1321,08-08-1999,2535.2,2,1,2,Flood
INDOFLOODS-gauge-707-15,31-10-1999,02-11-1999,8.9,31-10-1999,1,1725.4,31-10-1999,4650.4,3,1,3,Severe Flood
INDOFLOODS-gauge-707-16,15-09-2000,15-09-2000,7.84,15-09-2000,1,1649.21,15-09-2000,1649.21,1,1,1,Flood
INDOFLOODS-gauge-707-17,19-09-2000,19-09-2000,7.56,19-09-2000,1,1358.27,19-09-2000,1358.27,1,1,1,Flood
INDOFLOODS-gauge-707-18,21-09-2000,21-09-2000,7.6,21-09-2000,1,1400,21-09-2000,1400,1,1,1,Flood
INDOFLOODS-gauge-707-19,20-07-2001,21-07-2001,7.68,20-07-2001,1,1141.5,20-07-2001,2135.37,2,1,2,Flood
INDOFLOODS-gauge-707-20,01-10-2001,02-10-2001,7.7,02-10-2001,1,1305,02-10-2001,2405.2,2,2,1,Flood
INDOFLOODS-gauge-707-21,24-09-2002,24-09-2002,7.52,24-09-2002,1,1184.15,24-09-2002,1184.15,1,1,1,Flood
INDOFLOODS-gauge-707-22,08-10-2003,10-10-2003,8.63,08-10-2003,1,1510.69,08-10-2003,4049.31,3,1,3,Severe Flood
INDOFLOODS-gauge-707-23,06-10-2004,08-10-2004,7.61,07-10-2004,1,1109.78,07-10-2004,3194.97,3,2,2,Flood
INDOFLOODS-gauge-707-24,13-09-2005,16-09-2005,7.77,15-09-2005,1,1317.49,15-09-2005,4558.77,4,3,2,Flood
INDOFLOODS-gauge-707-25,21-10-2005,21-10-2005,7.39,21-10-2005,1,1096.27,21-10-2005,1096.27,1,1,1,Flood
INDOFLOODS-gauge-707-26,23-10-2005,24-10-2005,7.84,24-10-2005,1,1264.11,24-10-2005,2364.11,2,2,1,Flood
INDOFLOODS-gauge-707-27,18-08-2006,19-08-2006,7.65,18-08-2006,1,1055.67,18-08-2006,2020.71,2,1,2,Flood
INDOFLOODS-gauge-707-28,23-08-2006,24-08-2006,7.93,23-08-2006,1,1422.38,23-08-2006,2681.45,2,1,2,Flood
INDOFLOODS-gauge-707-29,05-09-2006,06-09-2006,7.83,06-09-2006,1,1251.95,06-09-2006,2464.45,2,2,1,Flood
INDOFLOODS-gauge-707-30,07-07-2007,07-07-2007,7.74,07-07-2007,1,1410,07-07-2007,1410,1,1,1,Flood
INDOFLOODS-gauge-707-31,14-08-2007,14-08-2007,7.5,14-08-2007,1,2460,14-08-2007,2460,1,1,1,Flood
INDOFLOODS-gauge-707-32,20-08-2007,20-08-2007,7.71,20-08-2007,1,2502,20-08-2007,2502,1,1,1,Flood
INDOFLOODS-gauge-707-33,23-09-2007,26-09-2007,8.84,24-09-2007,1,2559,24-09-2007,7963,4,2,3,Severe Flood
INDOFLOODS-gauge-707-34,18-06-2008,19-06-2008,7.91,18-06-2008,1,2885.94,18-06-2008,5471.98,2,1,2,Flood
INDOFLOODS-gauge-707-35,18-09-2008,18-09-2008,7.46,18-09-2008,1,2011.5,18-09-2008,2011.5,1,1,1,Flood
INDOFLOODS-gauge-707-36,02-10-2009,03-10-2009,8,03-10-2009,1,2625.45,03-10-2009,5025.45,2,2,1,Flood
INDOFLOODS-gauge-707-37,03-09-2011,04-09-2011,7.94,03-09-2011,1,2552.69,03-09-2011,4602.69,2,1,2,Flood
INDOFLOODS-gauge-707-38,23-09-2011,24-09-2011,8.01,23-09-2011,1,2685.6,23-09-2011,4465.42,2,1,2,Flood
INDOFLOODS-gauge-707-39,27-07-2013,27-07-2013,7.26,27-07-2013,1,1560.78,27-07-2013,1560.78,1,1,1,Flood
INDOFLOODS-gauge-707-40,21-08-2013,22-08-2013,7.78,22-08-2013,1,1544.5,22-08-2013,3021.25,2,2,1,Flood
INDOFLOODS-gauge-707-41,02-10-2013,03-10-2013,7.52,02-10-2013,1,1620,02-10-2013,3237.26,2,1,2,Flood
INDOFLOODS-gauge-707-42,13-10-2013,15-10-2013,9.24,14-10-2013,1,1620,14-10-2013,3860,3,2,2,Severe Flood
INDOFLOODS-gauge-707-43,25-10-2013,27-10-2013,7.92,27-10-2013,1,2200,27-10-2013,5826.34,3,3,1,Flood
INDOFLOODS-gauge-707-44,05-08-2014,05-08-2014,8.36,05-08-2014,1,1442.89,05-08-2014,1442.89,1,1,1,Severe Flood
INDOFLOODS-gauge-707-45,29-07-2015,29-07-2015,7.46,29-07-2015,1,1046.64,29-07-2015,1046.64,1,1,1,Flood
INDOFLOODS-gauge-707-46,21-10-2017,22-10-2017,7.94,21-10-2017,1,1049.41,21-10-2017,2079.41,2,1,2,Flood
INDOFLOODS-gauge-707-47,22-09-2018,22-09-2018,8.2,22-09-2018,1,1288.87,22-09-2018,1288.87,1,1,1,Severe Flood
INDOFLOODS-gauge-707-48,13-10-2018,14-10-2018,8.22,13-10-2018,2,1245.27,13-10-2018,2490.54,2,1,2,Severe Flood
INDOFLOODS-gauge-715-1,09-10-1990,09-10-1990,15.9,09-10-1990,1,1098.79,09-10-1990,1098.79,1,1,1,Flood
INDOFLOODS-gauge-715-2,29-07-1991,30-07-1991,16.06,30-07-1991,1,1112.86,30-07-1991,2151.14,2,2,1,Flood
INDOFLOODS-gauge-715-3,19-06-1992,19-06-1992,15.89,19-06-1992,1,1200.3,19-06-1992,1200.3,1,1,1,Flood
INDOFLOODS-gauge-715-4,10-10-1992,10-10-1992,15.89,10-10-1992,1,1200,10-10-1992,1200,1,1,1,Flood
INDOFLOODS-gauge-715-5,19-08-1994,19-08-1994,16.29,19-08-1994,1,1860,19-08-1994,1860,1,1,1,Flood
INDOFLOODS-gauge-715-6,11-05-1995,16-05-1995,16.9,11-05-1995,1,2450,11-05-1995,10330,6,1,6,Severe Flood
INDOFLOODS-gauge-715-7,01-09-1995,02-09-1995,16.78,01-09-1995,1,1491.7,01-09-1995,2448.7,2,1,2,Flood
INDOFLOODS-gauge-715-8,09-10-1995,12-10-1995,16.44,11-10-1995,1,1158.6,10-10-1995,4275.3,4,3,2,Flood
INDOFLOODS-gauge-715-9,14-10-1995,14-10-1995,15.86,14-10-1995,1,999.8,14-10-1995,999.8,1,1,1,Flood
INDOFLOODS-gauge-715-10,10-11-1995,11-11-1995,17.12,10-11-1995,1,1909.6,10-11-1995,2903.5,2,1,2,Severe Flood
INDOFLOODS-gauge-715-11,22-08-1997,22-08-1997,17.56,22-08-1997,1,2195,22-08-1997,2195,1,1,1,Severe Flood
INDOFLOODS-gauge-715-12,18-10-1999,20-10-1999,17.76,19-10-1999,1,3020.3,19-10-1999,5675.5,3,2,2,Severe Flood
INDOFLOODS-gauge-715-13,29-08-2003,29-08-2003,16.34,29-08-2003,1,1250.05,29-08-2003,1250.05,1,1,1,Flood
INDOFLOODS-gauge-715-14,07-10-2003,10-10-2003,17.94,08-10-2003,1,2279.41,08-10-2003,7555.71,4,2,3,Severe Flood
INDOFLOODS-gauge-715-15,19-10-2003,19-10-2003,15.92,19-10-2003,1,1000,19-10-2003,1000,1,1,1,Flood
INDOFLOODS-gauge-715-16,25-10-2003,26-10-2003,16.03,26-10-2003,1,1055,26-10-2003,2055,2,2,1,Flood
INDOFLOODS-gauge-715-17,13-09-2005,14-09-2005,16.53,13-09-2005,1,1647.98,13-09-2005,3057.61,2,1,2,Flood
INDOFLOODS-gauge-715-18,19-09-2005,20-09-2005,16.07,20-09-2005,1,1466.02,20-09-2005,2824.9,2,2,1,Flood
INDOFLOODS-gauge-715-19,04-07-2006,05-07-2006,17.52,04-07-2006,1,2150.73,04-07-2006,3456.65,2,1,2,Severe Flood
INDOFLOODS-gauge-715-20,30-08-2006,31-08-2006,16.58,30-08-2006,1,1491.78,30-08-2006,2780.97,2,1,2,Flood
INDOFLOODS-gauge-715-21,30-09-2006,01-10-2006,16.44,30-09-2006,1,1460.64,30-09-2006,2820.64,2,1,2,Flood
INDOFLOODS-gauge-715-22,07-08-2007,08-08-2007,17.5,07-08-2007,1,2086.14,07-08-2007,3305.79,2,1,2,Severe Flood
INDOFLOODS-gauge-715-23,24-09-2007,24-09-2007,16.21,24-09-2007,1,1268.84,24-09-2007,1268.84,1,1,1,Flood
INDOFLOODS-gauge-715-24,28-09-2007,28-09-2007,16.59,28-09-2007,1,1544.13,28-09-2007,1544.13,1,1,1,Flood
INDOFLOODS-gauge-715-25,18-09-2008,19-09-2008,16.77,18-09-2008,1,1757.34,18-09-2008,2854.49,2,1,2,Flood
INDOFLOODS-gauge-715-26,15-07-2009,15-07-2009,16.18,15-07-2009,1,1590.33,15-07-2009,1590.33,1,1,1,Flood
INDOFLOODS-gauge-715-27,20-07-2009,21-07-2009,17.25,20-07-2009,1,2260.07,20-07-2009,3396.23,2,1,2,Severe Flood
INDOFLOODS-gauge-715-28,04-10-2009,04-10-2009,15.9,04-10-2009,1,1200,04-10-2009,1200,1,1,1,Flood
INDOFLOODS-gauge-715-29,09-11-2010,09-11-2010,16.39,09-11-2010,1,2047.14,09-11-2010,2047.14,1,1,1,Flood
INDOFLOODS-gauge-715-30,03-11-2012,04-11-2012,16.51,03-11-2012,1,1776.26,03-11-2012,3176.26,2,1,2,Flood
INDOFLOODS-gauge-715-31,13-10-2013,15-10-2013,17.6,14-10-2013,1,3550,14-10-2013,8461.58,3,2,2,Severe Flood
INDOFLOODS-gauge-715-32,24-10-2013,28-10-2013,18.64,25-10-2013,1,3750,25-10-2013,16087.3,5,2,4,Severe Flood
INDOFLOODS-gauge-715-33,14-10-2014,14-10-2014,16.37,14-10-2014,1,1934.41,14-10-2014,1934.41,1,1,1,Flood
INDOFLOODS-gauge-715-34,12-10-2018,13-10-2018,18.55,12-10-2018,1,3469,12-10-2018,6095,2,1,2,Severe Flood
INDOFLOODS-gauge-724-1,29-07-1991,29-07-1991,85.75,29-07-1991,1,5285.6,29-07-1991,5285.6,1,1,1,Severe Flood
INDOFLOODS-gauge-724-2,13-08-1991,13-08-1991,83.1,13-08-1991,1,1077.2,13-08-1991,1077.2,1,1,1,Flood
INDOFLOODS-gauge-724-3,26-07-1992,28-07-1992,85.1,27-07-1992,1,4498.5,27-07-1992,10754,3,2,2,Severe Flood
INDOFLOODS-gauge-724-4,04-09-1994,05-09-1994,84.38,04-09-1994,1,3094.2,04-09-1994,5005,2,1,2,Severe Flood
INDOFLOODS-gauge-724-5,21-08-1997,21-08-1997,84.18,21-08-1997,1,2201,21-08-1997,2201,1,1,1,Severe Flood
INDOFLOODS-gauge-724-6,07-07-2001,07-07-2001,83.79,07-07-2001,1,2210.78,07-07-2001,2210.78,1,1,1,Flood
INDOFLOODS-gauge-724-7,10-08-2001,10-08-2001,83.02,10-08-2001,1,696.39,10-08-2001,696.39,1,1,1,Flood
INDOFLOODS-gauge-724-8,28-08-2003,28-08-2003,83.05,28-08-2003,1,1426.19,28-08-2003,1426.19,1,1,1,Flood
INDOFLOODS-gauge-724-9,06-09-2003,07-09-2003,84.8,06-09-2003,1,3733.2,06-09-2003,4883.2,2,1,2,Severe Flood
INDOFLOODS-gauge-724-10,07-10-2003,08-10-2003,84.91,07-10-2003,1,3924.16,07-10-2003,5472.12,2,1,2,Severe Flood
INDOFLOODS-gauge-724-11,13-09-2005,13-09-2005,83.56,13-09-2005,1,1863.55,13-09-2005,1863.55,1,1,1,Flood
INDOFLOODS-gauge-724-12,19-09-2005,19-09-2005,83.78,19-09-2005,1,1893.12,19-09-2005,1893.12,1,1,1,Flood
INDOFLOODS-gauge-724-13,03-07-2006,04-07-2006,85.03,03-07-2006,1,5242.75,03-07-2006,8790.68,2,1,2,Severe Flood
INDOFLOODS-gauge-724-14,03-08-2006,04-08-2006,84.11,03-08-2006,1,2922.85,03-08-2006,4817.68,2,1,2,Severe Flood
INDOFLOODS-gauge-724-15,23-08-2006,23-08-2006,83.3,23-08-2006,1,1471.09,23-08-2006,1471.09,1,1,1,Flood
INDOFLOODS-gauge-724-16,30-08-2006,30-08-2006,83.81,30-08-2006,1,2738.58,30-08-2006,2738.58,1,1,1,Flood
INDOFLOODS-gauge-724-17,30-09-2006,30-09-2006,83.94,30-09-2006,1,2559.23,30-09-2006,2559.23,1,1,1,Flood
INDOFLOODS-gauge-724-18,07-08-2007,07-08-2007,85.95,07-08-2007,1,2987.41,07-08-2007,2987.41,1,1,1,Severe Flood
INDOFLOODS-gauge-724-19,17-09-2008,18-09-2008,84.73,17-09-2008,1,3617.24,17-09-2008,6222.98,2,1,2,Severe Flood
INDOFLOODS-gauge-724-20,19-07-2009,19-07-2009,84,19-07-2009,1,2049.2,19-07-2009,2049.2,1,1,1,Severe Flood
INDOFLOODS-gauge-724-21,28-10-2013,28-10-2013,83.06,28-10-2013,1,1211.37,28-10-2013,1211.37,1,1,1,Flood
INDOFLOODS-gauge-724-22,04-08-2014,04-08-2014,83.49,04-08-2014,1,1746.56,04-08-2014,1746.56,1,1,1,Flood
INDOFLOODS-gauge-724-23,07-09-2014,07-09-2014,84.13,07-09-2014,1,2854.51,07-09-2014,2854.51,1,1,1,Severe Flood
INDOFLOODS-gauge-724-24,13-10-2014,13-10-2014,83.22,13-10-2014,1,1453.7,13-10-2014,1453.7,1,1,1,Flood
INDOFLOODS-gauge-724-25,19-07-2017,19-07-2017,83.11,19-07-2017,1,1087,19-07-2017,1087,1,1,1,Flood
INDOFLOODS-gauge-724-26,15-07-2018,15-07-2018,83.43,15-07-2018,1,33.5,15-07-2018,33.5,1,1,1,Flood
INDOFLOODS-gauge-724-27,21-07-2018,21-07-2018,83.06,21-07-2018,1,407.25,21-07-2018,407.25,1,1,1,Flood
INDOFLOODS-gauge-724-28,12-10-2018,12-10-2018,84.5,12-10-2018,1,1876.82,12-10-2018,1876.82,1,1,1,Severe Flood
INDOFLOODS-gauge-727-1,15-08-2004,16-08-2004,48.76,15-08-2004,1,2200.3,15-08-2004,4285.77,2,1,2,Flood
INDOFLOODS-gauge-727-2,19-08-2004,19-08-2004,48.69,19-08-2004,1,2233.21,19-08-2004,2233.21,1,1,1,Flood
INDOFLOODS-gauge-727-3,21-08-2004,23-08-2004,51.66,22-08-2004,1,3369.34,22-08-2004,7811.64,3,2,2,Severe Flood
INDOFLOODS-gauge-727-4,08-10-2004,08-10-2004,48.38,08-10-2004,1,2124.71,08-10-2004,2124.71,1,1,1,Flood
INDOFLOODS-gauge-727-5,30-07-2006,01-08-2006,50.72,30-07-2006,2,3241.64,30-07-2006,8671.97,3,1,3,Severe Flood
INDOFLOODS-gauge-727-6,17-08-2006,26-08-2006,48.49,19-08-2006,8,2624.19,19-08-2006,25761.98,10,3,8,Flood
INDOFLOODS-gauge-727-7,17-07-2007,17-07-2007,48.97,17-07-2007,1,1532.46,17-07-2007,1532.46,1,1,1,Flood
INDOFLOODS-gauge-727-8,13-08-2007,15-08-2007,51.3,14-08-2007,1,3050,14-08-2007,7975.55,3,2,2,Severe Flood
INDOFLOODS-gauge-727-9,20-08-2007,21-08-2007,51.3,21-08-2007,1,3150,20-08-2007,6200,2,2,1,Severe Flood
INDOFLOODS-gauge-727-10,24-09-2007,28-09-2007,51.52,26-09-2007,1,3500,26-09-2007,14632.05,5,3,3,Severe Flood
INDOFLOODS-gauge-727-11,19-06-2011,20-06-2011,49.2,19-06-2011,1,1800,19-06-2011,3105.37,2,1,2,Severe Flood
INDOFLOODS-gauge-727-12,13-08-2011,16-08-2011,51.3,14-08-2011,1,2650,14-08-2011,8448.26,4,2,3,Severe Flood
INDOFLOODS-gauge-727-13,18-08-2011,18-08-2011,48.8,18-08-2011,1,2040.04,18-08-2011,2040.04,1,1,1,Flood
INDOFLOODS-gauge-727-14,10-09-2011,11-09-2011,50.38,10-09-2011,1,3050,11-09-2011,5000,2,1,2,Severe Flood
INDOFLOODS-gauge-727-15,23-09-2011,25-09-2011,51.72,24-09-2011,1,3750,24-09-2011,9660,3,2,2,Severe Flood
INDOFLOODS-gauge-727-16,02-10-2013,04-10-2013,48.68,02-10-2013,3,1420,02-10-2013,4260,3,1,3,Flood
INDOFLOODS-gauge-727-17,14-10-2013,16-10-2013,54.04,14-10-2013,1,1850,14-10-2013,4510,3,1,3,Severe Flood
INDOFLOODS-gauge-727-18,26-10-2019,26-10-2019,48.73,26-10-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-731-1,25-07-2017,13-08-2017,14.3,28-07-2017,1,2424.44,28-07-2017,35540.39,20,4,17,Severe Flood
INDOFLOODS-gauge-731-2,16-08-2017,25-08-2017,11.25,18-08-2017,1,1727.99,18-08-2017,15525.8,10,3,8,Severe Flood
INDOFLOODS-gauge-731-3,29-08-2017,05-09-2017,10,31-08-2017,1,1426.93,31-08-2017,10733.87,8,3,6,Flood
INDOFLOODS-gauge-731-4,20-09-2017,20-09-2017,9.65,20-09-2017,1,1315.69,20-09-2017,1315.69,1,1,1,Flood
INDOFLOODS-gauge-731-5,08-10-2017,08-10-2017,9.48,08-10-2017,1,1260,08-10-2017,1260,1,1,1,Flood
INDOFLOODS-gauge-731-6,22-10-2017,25-10-2017,10.72,23-10-2017,1,1608.15,23-10-2017,5827.58,4,2,3,Severe Flood
INDOFLOODS-gauge-731-7,02-08-2018,03-08-2018,9.86,02-08-2018,1,802.21,02-08-2018,1552.63,2,1,2,Flood
INDOFLOODS-gauge-731-8,07-08-2018,12-08-2018,12.84,08-08-2018,1,2897.37,08-08-2018,13124.79,6,2,5,Severe Flood
INDOFLOODS-gauge-731-9,23-08-2018,23-08-2018,9.5,23-08-2018,1,673.3,23-08-2018,673.3,1,1,1,Flood
INDOFLOODS-gauge-731-10,29-08-2018,13-09-2018,11.3,09-09-2018,1,1200,03-09-2018,14324.87,16,12,5,Severe Flood
INDOFLOODS-gauge-731-11,24-09-2018,24-09-2018,9.76,24-09-2018,1,924.93,24-09-2018,924.93,1,1,1,Flood
INDOFLOODS-gauge-734-1,23-07-2018,23-07-2018,25.72,23-07-2018,1,,,,1,1,1,Flood
INDOFLOODS-gauge-739-1,14-08-1972,14-08-1972,38.46,14-08-1972,1,3905,14-08-1972,3905,1,1,1,Severe Flood
INDOFLOODS-gauge-739-2,11-09-1972,13-09-1972,38.74,12-09-1972,1,4425.8,12-09-1972,12368.3,3,2,2,Severe Flood
INDOFLOODS-gauge-739-3,20-07-1973,21-07-1973,39.23,21-07-1973,1,5550,21-07-1973,9521.3,2,2,1,Severe Flood
INDOFLOODS-gauge-739-4,27-08-1973,28-08-1973,37.95,28-08-1973,1,2586.4,28-08-1973,4939.1,2,2,1,Flood
INDOFLOODS-gauge-739-5,02-09-1973,04-09-1973,39.92,03-09-1973,1,8100.2,03-09-1973,13821.9,3,2,2,Severe Flood
INDOFLOODS-gauge-739-6,25-09-1973,25-09-1973,37.98,25-09-1973,1,2278.6,25-09-1973,2278.6,1,1,1,Flood
INDOFLOODS-gauge-739-7,16-08-1974,17-08-1974,39.01,16-08-1974,1,3902.4,16-08-1974,7663.3,2,1,2,Severe Flood
INDOFLOODS-gauge-739-8,30-09-1974,30-09-1974,38,30-09-1974,1,2737.9,30-09-1974,2737.9,1,1,1,Flood
INDOFLOODS-gauge-739-9,19-08-1975,21-08-1975,40.63,19-08-1975,1,10393.9,19-08-1975,19022,3,1,3,Severe Flood
INDOFLOODS-gauge-739-10,14-08-1976,14-08-1976,38.2,14-08-1976,1,2299.4,14-08-1976,2299.4,1,1,1,Flood
INDOFLOODS-gauge-739-11,02-09-1978,03-09-1978,38.53,02-09-1978,1,3253.6,02-09-1978,6026.7,2,1,2,Severe Flood
INDOFLOODS-gauge-739-12,08-08-1979,09-08-1979,39.18,08-08-1979,1,4936.24,08-08-1979,6989.94,2,1,2,Severe Flood
INDOFLOODS-gauge-739-13,06-09-1983,07-09-1983,37.94,06-09-1983,1,2509.39,06-09-1983,4981.39,2,1,2,Flood
INDOFLOODS-gauge-739-14,17-09-1983,17-09-1983,38.67,17-09-1983,1,4189.09,17-09-1983,4189.09,1,1,1,Severe Flood
INDOFLOODS-gauge-739-15,24-06-1984,24-06-1984,37.45,24-06-1984,1,2430,24-06-1984,2430,1,1,1,Flood
INDOFLOODS-gauge-739-16,17-08-1984,18-08-1984,38.13,17-08-1984,1,3019.59,17-08-1984,5680.09,2,1,2,Flood
INDOFLOODS-gauge-739-17,27-08-1984,28-08-1984,38.48,27-08-1984,1,3665.83,27-08-1984,5911.82,2,1,2,Severe Flood
INDOFLOODS-gauge-739-18,06-08-1985,07-08-1985,39.01,07-08-1985,1,4634.81,07-08-1985,9042.7,2,2,1,Severe Flood
INDOFLOODS-gauge-739-19,28-08-1985,29-08-1985,38.96,28-08-1985,1,4571.86,28-08-1985,7153.6,2,1,2,Severe Flood
INDOFLOODS-gauge-739-20,05-09-1985,05-09-1985,37.92,05-09-1985,1,3303.04,05-09-1985,3303.04,1,1,1,Flood
INDOFLOODS-gauge-739-21,15-09-1985,16-09-1985,38.36,15-09-1985,1,2930.73,15-09-1985,5118.68,2,1,2,Severe Flood
INDOFLOODS-gauge-739-22,16-10-1985,17-10-1985,39.67,16-10-1985,1,7974.02,16-10-1985,14710.43,2,1,2,Severe Flood
